Order Date,Ship Date,Customer,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2024-11-15,2024-11-16,Customer_795,Corporate,United States,Sample City,Sample State,South,Household,Household,Dish Wash Liquid 500ml,110.0,1,0.0,19.2
2024-11-15,2024-11-18,Customer_292,Home Office,United States,Sample City,Sample State,East,Beverages,Beverages,Mango Juice 1L,170.0,2,0.0,54.35
2024-11-15,2024-11-17,Customer_814,Consumer,United States,Sample City,Sample State,Central,Snacks,Snacks,Classic Namkeen 200g,36.0,1,0.1,6.63
2024-11-15,2024-11-16,Customer_111,Consumer,United States,Sample City,Sample State,West,Personal Care,Personal Care,Hand Sanitizer 100ml,80.0,2,0.2,27.16
2024-11-15,2024-11-18,Customer_591,Corporate,United States,Sample City,Sample State,East,Beverages,Beverages,Green Tea Box,120.0,1,0.2,37.95
2024-11-15,2024-11-16,Customer_339,Corporate,United States,Sample City,Sample State,West,Snacks,Snacks,Masala Chips 50g,160.0,8,0.0,32.35
2024-11-16,2024-11-17,Customer_959,Home Office,United States,Sample City,Sample State,East,Beverages,Beverages,Cola 750ml,216.0,6,0.2,64.96
2024-11-16,2024-11-18,Customer_164,Corporate,United States,Sample City,Sample State,Central,Beverages,Beverages,Mango Juice 1L,535.5,7,0.1,162.72
2024-11-16,2024-11-17,Customer_359,Home Office,United States,Sample City,Sample State,West,Household,Household,Laundry Detergent 1kg,1470.0,7,0.0,329.35
2024-11-16,2024-11-18,Customer_776,Consumer,United States,Sample City,Sample State,West,Snacks,Snacks,Instant Noodles Pack,60.0,4,0.0,19.54
2024-11-16,2024-11-19,Customer_197,Home Office,United States,Sample City,Sample State,Central,Household,Household,Floor Cleaner 1L,133.0,1,0.05,44.55
2024-11-16,2024-11-17,Customer_297,Consumer,United States,Sample City,Sample State,West,Beverages,Beverages,Green Tea Box,600.0,4,0.0,122.51
2024-11-16,2024-11-18,Customer_469,Corporate,United States,Sample City,Sample State,East,Household,Household,Laundry Detergent 1kg,1323.0,7,0.1,314.58
2024-11-16,2024-11-19,Customer_653,Consumer,United States,Sample City,Sample State,East,Beverages,Beverages,Cola 750ml,36.0,1,0.2,10.89
2024-11-16,2024-11-19,Customer_788,Consumer,United States,Sample City,Sample State,West,Household,Household,Laundry Detergent 1kg,1512.0,9,0.2,466.26
2024-11-16,2024-11-18,Customer_793,Consumer,United States,Sample City,Sample State,South,Household,Household,Dish Wash Liquid 500ml,330.0,3,0.0,108.79
2024-11-16,2024-11-18,Customer_236,Corporate,United States,Sample City,Sample State,South,Beverages,Beverages,Green Tea Box,600.0,4,0.0,72.78
2024-11-16,2024-11-18,Customer_957,Home Office,United States,Sample City,Sample State,East,Personal Care,Personal Care,Herbal Shampoo 180ml,756.0,7,0.1,215.72
2024-11-16,2024-11-18,Customer_188,Consumer,United States,Sample City,Sample State,West,Snacks,Snacks,Instant Noodles Pack,121.5,9,0.1,28.5
2024-11-16,2024-11-19,Customer_939,Consumer,United States,Sample City,Sample State,Central,Snacks,Snacks,Classic Namkeen 200g,40.0,1,0.0,11.7
2024-11-16,2024-11-18,Customer_104,Consumer,United States,Sample City,Sample State,South,Beverages,Beverages,Mango Juice 1L,136.0,2,0.2,34.71
2024-11-16,2024-11-19,Customer_303,Home Office,United States,Sample City,Sample State,West,Household,Household,Dish Wash Liquid 500ml,891.0,9,0.1,242.77
2024-11-16,2024-11-18,Customer_615,Corporate,United States,Sample City,Sample State,East,Snacks,Snacks,Masala Chips 50g,162.0,9,0.1,54.08
2024-11-16,2024-11-19,Customer_530,Corporate,United States,Sample City,Sample State,West,Personal Care,Personal Care,Toothpaste 150g,472.5,7,0.1,50.18
2024-11-16,2024-11-19,Customer_617,Consumer,United States,Sample City,Sample State,East,Personal Care,Personal Care,Face Wash 100ml,812.25,9,0.05,164.18
2024-11-16,2024-11-17,Customer_324,Home Office,United States,Sample City,Sample State,West,Personal Care,Personal Care,Face Wash 100ml,285.0,3,0.0,72.52
2024-11-16,2024-11-17,Customer_240,Home Office,United States,Sample City,Sample State,East,Snacks,Snacks,Dark Chocolate Bar,360.0,5,0.1,118.83
2024-11-16,2024-11-17,Customer_783,Corporate,United States,Sample City,Sample State,West,Household,Household,Laundry Detergent 1kg,420.0,2,0.0,90.37
2024-11-16,2024-11-18,Customer_446,Consumer,United States,Sample City,Sample State,South,Household,Household,Laundry Detergent 1kg,1197.0,6,0.05,128.72
2024-11-16,2024-11-18,Customer_476,Home Office,United States,Sample City,Sample State,West,Beverages,Beverages,Cola 750ml,90.0,2,0.0,23.3
2024-11-17,2024-11-18,Customer_470,Consumer,United States,Sample City,Sample State,West,Personal Care,Personal Care,Herbal Shampoo 180ml,192.0,2,0.2,47.95
2024-11-17,2024-11-20,Customer_808,Consumer,United States,Sample City,Sample State,West,Beverages,Beverages,Green Tea Box,570.0,4,0.05,159.81
2024-11-17,2024-11-18,Customer_216,Consumer,United States,Sample City,Sample State,West,Snacks,Snacks,Masala Chips 50g,16.0,1,0.2,2.65
2024-11-17,2024-11-18,Customer_533,Home Office,United States,Sample City,Sample State,Central,Beverages,Beverages,Mineral Water 1L,128.0,8,0.2,42.06
2024-11-17,2024-11-18,Customer_946,Consumer,United States,Sample City,Sample State,Central,Snacks,Snacks,Classic Namkeen 200g,152.0,4,0.05,19.79
2024-11-18,2024-11-20,Customer_617,Consumer,United States,Sample City,Sample State,Central,Beverages,Beverages,Mineral Water 1L,19.0,1,0.05,4.07
2024-11-18,2024-11-19,Customer_131,Corporate,United States,Sample City,Sample State,East,Beverages,Beverages,Mango Juice 1L,688.5,9,0.1,81.58
2024-11-18,2024-11-19,Customer_632,Home Office,United States,Sample City,Sample State,East,Household,Household,Dish Wash Liquid 500ml,594.0,6,0.1,80.56
2024-11-18,2024-11-19,Customer_232,Consumer,United States,Sample City,Sample State,East,Personal Care,Personal Care,Toothpaste 150g,213.75,3,0.05,45.69
2024-11-18,2024-11-21,Customer_734,Consumer,United States,Sample City,Sample State,Central,Beverages,Beverages,Cola 750ml,42.75,1,0.05,12.19
2024-11-18,2024-11-19,Customer_682,Consumer,United States,Sample City,Sample State,South,Household,Household,Floor Cleaner 1L,1197.0,9,0.05,201.36
2024-11-18,2024-11-19,Customer_403,Consumer,United States,Sample City,Sample State,East,Household,Household,Dish Wash Liquid 500ml,330.0,3,0.0,65.3
2024-11-18,2024-11-20,Customer_919,Consumer,United States,Sample City,Sample State,South,Household,Household,Dish Wash Liquid 500ml,616.0,7,0.2,76.84
2024-11-18,2024-11-21,Customer_142,Corporate,United States,Sample City,Sample State,East,Beverages,Beverages,Green Tea Box,712.5,5,0.05,100.32
2024-11-18,2024-11-20,Customer_815,Home Office,United States,Sample City,Sample State,Central,Household,Household,Dish Wash Liquid 500ml,792.0,8,0.1,142.13
2024-11-18,2024-11-21,Customer_948,Home Office,United States,Sample City,Sample State,South,Beverages,Beverages,Cola 750ml,283.5,7,0.1,55.87
2024-11-18,2024-11-20,Customer_915,Corporate,United States,Sample City,Sample State,East,Snacks,Snacks,Masala Chips 50g,128.0,8,0.2,27.49
2024-11-18,2024-11-21,Customer_662,Consumer,United States,Sample City,Sample State,West,Snacks,Snacks,Instant Noodles Pack,45.0,3,0.0,8.34
2024-11-18,2024-11-21,Customer_294,Consumer,United States,Sample City,Sample State,West,Personal Care,Personal Care,Hand Sanitizer 100ml,320.0,8,0.2,37.14
2024-11-18,2024-11-21,Customer_986,Corporate,United States,Sample City,Sample State,South,Beverages,Beverages,Mango Juice 1L,646.0,8,0.05,206.03
2024-11-18,2024-11-20,Customer_152,Corporate,United States,Sample City,Sample State,South,Beverages,Beverages,Mineral Water 1L,19.0,1,0.05,5.66
2024-11-18,2024-11-20,Customer_657,Home Office,United States,Sample City,Sample State,East,Snacks,Snacks,Dark Chocolate Bar,456.0,6,0.05,91.2
2024-11-18,2024-11-21,Customer_760,Home Office,United States,Sample City,Sample State,East,Snacks,Snacks,Dark Chocolate Bar,240.0,3,0.0,76.54
2024-11-18,2024-11-20,Customer_941,Consumer,United States,Sample City,Sample State,Central,Household,Household,Dish Wash Liquid 500ml,550.0,5,0.0,55.51
2024-11-18,2024-11-20,Customer_334,Home Office,United States,Sample City,Sample State,East,Beverages,Beverages,Mango Juice 1L,565.25,7,0.05,75.26
2024-11-18,2024-11-19,Customer_213,Home Office,United States,Sample City,Sample State,West,Beverages,Beverages,Mango Juice 1L,565.25,7,0.05,86.45
2024-11-18,2024-11-19,Customer_172,Home Office,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Hand Sanitizer 100ml,190.0,4,0.05,61.0
2024-11-18,2024-11-21,Customer_665,Consumer,United States,Sample City,Sample State,South,Personal Care,Personal Care,Face Wash 100ml,190.0,2,0.0,37.29
2024-11-18,2024-11-21,Customer_116,Home Office,United States,Sample City,Sample State,Central,Household,Household,Dish Wash Liquid 500ml,704.0,8,0.2,242.57
2024-11-19,2024-11-21,Customer_745,Home Office,United States,Sample City,Sample State,East,Snacks,Snacks,Classic Namkeen 200g,288.0,8,0.1,90.28
2024-11-19,2024-11-21,Customer_529,Consumer,United States,Sample City,Sample State,East,Household,Household,Floor Cleaner 1L,1197.0,9,0.05,375.17
2024-11-19,2024-11-20,Customer_502,Home Office,United States,Sample City,Sample State,West,Beverages,Beverages,Green Tea Box,960.0,8,0.2,284.48
2024-11-19,2024-11-20,Customer_136,Home Office,United States,Sample City,Sample State,South,Personal Care,Personal Care,Toothpaste 150g,360.0,6,0.2,91.7
2024-11-19,2024-11-22,Customer_530,Consumer,United States,Sample City,Sample State,South,Personal Care,Personal Care,Herbal Shampoo 180ml,108.0,1,0.1,29.07
2024-11-19,2024-11-22,Customer_404,Consumer,United States,Sample City,Sample State,West,Personal Care,Personal Care,Toothpaste 150g,607.5,9,0.1,103.17
2024-11-19,2024-11-21,Customer_803,Home Office,United States,Sample City,Sample State,South,Personal Care,Personal Care,Face Wash 100ml,541.5,6,0.05,102.08
2024-11-19,2024-11-22,Customer_532,Corporate,United States,Sample City,Sample State,South,Personal Care,Personal Care,Face Wash 100ml,380.0,4,0.0,58.3
2024-11-19,2024-11-21,Customer_346,Consumer,United States,Sample City,Sample State,West,Beverages,Beverages,Cola 750ml,108.0,3,0.2,20.46
2024-11-19,2024-11-20,Customer_465,Corporate,United States,Sample City,Sample State,Central,Beverages,Beverages,Mango Juice 1L,340.0,4,0.0,50.93
2024-11-19,2024-11-20,Customer_267,Consumer,United States,Sample City,Sample State,Central,Household,Household,Dish Wash Liquid 500ml,616.0,7,0.2,134.93
2024-11-19,2024-11-20,Customer_301,Corporate,United States,Sample City,Sample State,West,Personal Care,Personal Care,Herbal Shampoo 180ml,432.0,4,0.1,43.51
2024-11-19,2024-11-21,Customer_389,Corporate,United States,Sample City,Sample State,West,Personal Care,Personal Care,Herbal Shampoo 180ml,1080.0,9,0.0,191.01
2024-11-20,2024-11-21,Customer_697,Consumer,United States,Sample City,Sample State,Central,Beverages,Beverages,Cola 750ml,315.0,7,0.0,74.54
2024-11-20,2024-11-23,Customer_314,Consumer,United States,Sample City,Sample State,South,Personal Care,Personal Care,Toothpaste 150g,337.5,5,0.1,54.88
2024-11-20,2024-11-21,Customer_480,Home Office,United States,Sample City,Sample State,Central,Beverages,Beverages,Mineral Water 1L,16.0,1,0.2,4.11
2024-11-20,2024-11-21,Customer_358,Corporate,United States,Sample City,Sample State,Central,Beverages,Beverages,Mango Juice 1L,68.0,1,0.2,20.44
2024-11-20,2024-11-21,Customer_532,Consumer,United States,Sample City,Sample State,East,Snacks,Snacks,Dark Chocolate Bar,384.0,6,0.2,48.16
2024-11-20,2024-11-23,Customer_413,Consumer,United States,Sample City,Sample State,South,Beverages,Beverages,Mineral Water 1L,60.0,3,0.0,10.4
2024-11-20,2024-11-22,Customer_116,Home Office,United States,Sample City,Sample State,South,Beverages,Beverages,Mineral Water 1L,108.0,6,0.1,18.15
2024-11-20,2024-11-22,Customer_772,Consumer,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Hand Sanitizer 100ml,450.0,9,0.0,46.82
2024-11-20,2024-11-21,Customer_331,Consumer,United States,Sample City,Sample State,South,Beverages,Beverages,Mineral Water 1L,54.0,3,0.1,15.17
2024-11-20,2024-11-23,Customer_917,Consumer,United States,Sample City,Sample State,Central,Snacks,Snacks,Instant Noodles Pack,84.0,7,0.2,17.89
2024-11-20,2024-11-23,Customer_379,Home Office,United States,Sample City,Sample State,South,Household,Household,Laundry Detergent 1kg,378.0,2,0.1,99.34
2024-11-20,2024-11-23,Customer_437,Home Office,United States,Sample City,Sample State,West,Household,Household,Laundry Detergent 1kg,1596.0,8,0.05,498.58
2024-11-20,2024-11-23,Customer_137,Corporate,United States,Sample City,Sample State,West,Household,Household,Floor Cleaner 1L,378.0,3,0.1,54.13
2024-11-20,2024-11-23,Customer_808,Consumer,United States,Sample City,Sample State,West,Personal Care,Personal Care,Face Wash 100ml,304.0,4,0.2,52.4
2024-11-20,2024-11-22,Customer_941,Corporate,United States,Sample City,Sample State,Central,Beverages,Beverages,Green Tea Box,855.0,6,0.05,177.97
2024-11-20,2024-11-22,Customer_672,Corporate,United States,Sample City,Sample State,Central,Household,Household,Laundry Detergent 1kg,210.0,1,0.0,72.33
2024-11-20,2024-11-22,Customer_193,Home Office,United States,Sample City,Sample State,West,Personal Care,Personal Care,Herbal Shampoo 180ml,384.0,4,0.2,66.57
2024-11-20,2024-11-23,Customer_471,Consumer,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Face Wash 100ml,190.0,2,0.0,55.87
2024-11-20,2024-11-21,Customer_279,Home Office,United States,Sample City,Sample State,South,Snacks,Snacks,Instant Noodles Pack,96.0,8,0.2,18.55
2024-11-20,2024-11-21,Customer_308,Corporate,United States,Sample City,Sample State,West,Beverages,Beverages,Mango Juice 1L,612.0,9,0.2,131.35
2024-11-20,2024-11-21,Customer_475,Home Office,United States,Sample City,Sample State,West,Household,Household,Laundry Detergent 1kg,1344.0,8,0.2,331.09
2024-11-20,2024-11-21,Customer_141,Home Office,United States,Sample City,Sample State,Central,Beverages,Beverages,Green Tea Box,300.0,2,0.0,32.36
2024-11-20,2024-11-21,Customer_842,Corporate,United States,Sample City,Sample State,West,Personal Care,Personal Care,Hand Sanitizer 100ml,350.0,7,0.0,91.38
2024-11-20,2024-11-21,Customer_138,Home Office,United States,Sample City,Sample State,Central,Snacks,Snacks,Instant Noodles Pack,57.0,4,0.05,16.6
2024-11-21,2024-11-23,Customer_647,Corporate,United States,Sample City,Sample State,West,Beverages,Beverages,Mineral Water 1L,76.0,4,0.05,18.87
2024-11-21,2024-11-24,Customer_898,Consumer,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Face Wash 100ml,304.0,4,0.2,65.53
2024-11-21,2024-11-24,Customer_903,Consumer,United States,Sample City,Sample State,West,Personal Care,Personal Care,Toothpaste 150g,67.5,1,0.1,16.53
2024-11-21,2024-11-22,Customer_372,Home Office,United States,Sample City,Sample State,South,Personal Care,Personal Care,Herbal Shampoo 180ml,120.0,1,0.0,20.12
2024-11-21,2024-11-24,Customer_368,Home Office,United States,Sample City,Sample State,South,Household,Household,Laundry Detergent 1kg,189.0,1,0.1,44.45
2024-11-21,2024-11-23,Customer_300,Consumer,United States,Sample City,Sample State,East,Household,Household,Laundry Detergent 1kg,1701.0,9,0.1,307.45
2024-11-21,2024-11-24,Customer_170,Home Office,United States,Sample City,Sample State,South,Personal Care,Personal Care,Herbal Shampoo 180ml,1026.0,9,0.05,261.24
2024-11-21,2024-11-22,Customer_168,Corporate,United States,Sample City,Sample State,Central,Beverages,Beverages,Green Tea Box,450.0,3,0.0,57.23
2024-11-21,2024-11-24,Customer_657,Corporate,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Hand Sanitizer 100ml,360.0,8,0.1,37.91
2024-11-22,2024-11-24,Customer_378,Home Office,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Toothpaste 150g,472.5,7,0.1,60.0
2024-11-22,2024-11-24,Customer_370,Corporate,United States,Sample City,Sample State,Central,Snacks,Snacks,Dark Chocolate Bar,192.0,3,0.2,37.87
2024-11-22,2024-11-24,Customer_323,Consumer,United States,Sample City,Sample State,West,Snacks,Snacks,Masala Chips 50g,133.0,7,0.05,33.23
2024-11-22,2024-11-24,Customer_989,Corporate,United States,Sample City,Sample State,South,Household,Household,Laundry Detergent 1kg,1344.0,8,0.2,341.69
2024-11-22,2024-11-25,Customer_427,Corporate,United States,Sample City,Sample State,East,Snacks,Snacks,Masala Chips 50g,54.0,3,0.1,8.45
2024-11-22,2024-11-25,Customer_817,Home Office,United States,Sample City,Sample State,Central,Household,Household,Floor Cleaner 1L,140.0,1,0.0,35.14
2024-11-22,2024-11-24,Customer_838,Home Office,United States,Sample City,Sample State,East,Personal Care,Personal Care,Herbal Shampoo 180ml,600.0,5,0.0,77.0
2024-11-22,2024-11-23,Customer_538,Corporate,United States,Sample City,Sample State,Central,Household,Household,Floor Cleaner 1L,532.0,4,0.05,72.65
2024-11-22,2024-11-24,Customer_866,Home Office,United States,Sample City,Sample State,East,Beverages,Beverages,Mineral Water 1L,60.0,3,0.0,8.26
2024-11-22,2024-11-23,Customer_802,Home Office,United States,Sample City,Sample State,South,Snacks,Snacks,Dark Chocolate Bar,576.0,8,0.1,182.57
2024-11-22,2024-11-23,Customer_634,Corporate,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Herbal Shampoo 180ml,480.0,4,0.0,93.95
2024-11-22,2024-11-24,Customer_264,Consumer,United States,Sample City,Sample State,West,Beverages,Beverages,Mineral Water 1L,108.0,6,0.1,20.37
2024-11-22,2024-11-23,Customer_427,Home Office,United States,Sample City,Sample State,Central,Snacks,Snacks,Classic Namkeen 200g,128.0,4,0.2,30.9
2024-11-23,2024-11-25,Customer_112,Consumer,United States,Sample City,Sample State,West,Snacks,Snacks,Classic Namkeen 200g,320.0,8,0.0,86.7
2024-11-23,2024-11-26,Customer_407,Home Office,United States,Sample City,Sample State,South,Snacks,Snacks,Masala Chips 50g,120.0,6,0.0,22.03
2024-11-23,2024-11-25,Customer_887,Corporate,United States,Sample City,Sample State,West,Personal Care,Personal Care,Herbal Shampoo 180ml,360.0,3,0.0,116.06
2024-11-23,2024-11-24,Customer_938,Home Office,United States,Sample City,Sample State,East,Snacks,Snacks,Masala Chips 50g,19.0,1,0.05,5.67
2024-11-23,2024-11-25,Customer_965,Home Office,United States,Sample City,Sample State,West,Beverages,Beverages,Cola 750ml,144.0,4,0.2,16.26
2024-11-23,2024-11-24,Customer_626,Consumer,United States,Sample City,Sample State,West,Snacks,Snacks,Instant Noodles Pack,12.0,1,0.2,3.78
2024-11-23,2024-11-26,Customer_240,Corporate,United States,Sample City,Sample State,East,Personal Care,Personal Care,Face Wash 100ml,760.0,8,0.0,196.89
2024-11-23,2024-11-26,Customer_143,Corporate,United States,Sample City,Sample State,Central,Beverages,Beverages,Cola 750ml,171.0,4,0.05,55.14
2024-11-23,2024-11-24,Customer_554,Corporate,United States,Sample City,Sample State,East,Household,Household,Dish Wash Liquid 500ml,990.0,9,0.0,227.68
2024-11-23,2024-11-24,Customer_191,Home Office,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Toothpaste 150g,498.75,7,0.05,163.69
2024-11-23,2024-11-25,Customer_775,Corporate,United States,Sample City,Sample State,South,Personal Care,Personal Care,Face Wash 100ml,361.0,4,0.05,114.32
2024-11-23,2024-11-25,Customer_381,Home Office,United States,Sample City,Sample State,Central,Snacks,Snacks,Masala Chips 50g,128.0,8,0.2,36.36
2024-11-23,2024-11-26,Customer_461,Consumer,United States,Sample City,Sample State,East,Beverages,Beverages,Mango Juice 1L,229.5,3,0.1,33.42
2024-11-23,2024-11-26,Customer_670,Corporate,United States,Sample City,Sample State,East,Household,Household,Floor Cleaner 1L,665.0,5,0.05,219.95
2024-11-23,2024-11-26,Customer_437,Consumer,United States,Sample City,Sample State,East,Personal Care,Personal Care,Face Wash 100ml,380.0,4,0.0,127.82
2024-11-23,2024-11-25,Customer_607,Corporate,United States,Sample City,Sample State,South,Snacks,Snacks,Instant Noodles Pack,108.0,9,0.2,31.26
2024-11-23,2024-11-24,Customer_436,Consumer,United States,Sample City,Sample State,South,Snacks,Snacks,Masala Chips 50g,144.0,8,0.1,46.73
2024-11-23,2024-11-26,Customer_182,Corporate,United States,Sample City,Sample State,West,Personal Care,Personal Care,Toothpaste 150g,472.5,7,0.1,67.4
2024-11-23,2024-11-25,Customer_660,Consumer,United States,Sample City,Sample State,East,Household,Household,Floor Cleaner 1L,280.0,2,0.0,83.52
2024-11-23,2024-11-25,Customer_124,Corporate,United States,Sample City,Sample State,Central,Household,Household,Floor Cleaner 1L,784.0,7,0.2,198.25
2024-11-23,2024-11-24,Customer_155,Corporate,United States,Sample City,Sample State,West,Snacks,Snacks,Classic Namkeen 200g,252.0,7,0.1,67.35
2024-11-23,2024-11-26,Customer_400,Corporate,United States,Sample City,Sample State,South,Snacks,Snacks,Classic Namkeen 200g,40.0,1,0.0,10.08
2024-11-23,2024-11-24,Customer_250,Corporate,United States,Sample City,Sample State,South,Personal Care,Personal Care,Hand Sanitizer 100ml,160.0,4,0.2,50.16
2024-11-23,2024-11-24,Customer_248,Home Office,United States,Sample City,Sample State,East,Beverages,Beverages,Mineral Water 1L,54.0,3,0.1,13.34
2024-11-24,2024-11-27,Customer_911,Corporate,United States,Sample City,Sample State,West,Personal Care,Personal Care,Herbal Shampoo 180ml,864.0,9,0.2,131.2
2024-11-24,2024-11-26,Customer_316,Home Office,United States,Sample City,Sample State,Central,Beverages,Beverages,Green Tea Box,712.5,5,0.05,80.9
2024-11-24,2024-11-27,Customer_421,Home Office,United States,Sample City,Sample State,Central,Household,Household,Dish Wash Liquid 500ml,731.5,7,0.05,150.13
2024-11-24,2024-11-25,Customer_754,Consumer,United States,Sample City,Sample State,West,Snacks,Snacks,Classic Namkeen 200g,64.0,2,0.2,14.91
2024-11-24,2024-11-26,Customer_564,Home Office,United States,Sample City,Sample State,West,Beverages,Beverages,Mineral Water 1L,133.0,7,0.05,33.84
2024-11-24,2024-11-27,Customer_298,Consumer,United States,Sample City,Sample State,South,Personal Care,Personal Care,Herbal Shampoo 180ml,960.0,8,0.0,103.66
2024-11-24,2024-11-27,Customer_107,Consumer,United States,Sample City,Sample State,South,Beverages,Beverages,Mango Juice 1L,382.5,5,0.1,77.04
2024-11-24,2024-11-27,Customer_132,Home Office,United States,Sample City,Sample State,Central,Snacks,Snacks,Dark Chocolate Bar,380.0,5,0.05,130.9
2024-11-25,2024-11-27,Customer_531,Corporate,United States,Sample City,Sample State,East,Personal Care,Personal Care,Face Wash 100ml,608.0,8,0.2,183.86
2024-11-25,2024-11-28,Customer_493,Corporate,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Face Wash 100ml,228.0,3,0.2,41.6
2024-11-25,2024-11-26,Customer_135,Consumer,United States,Sample City,Sample State,West,Beverages,Beverages,Cola 750ml,171.0,4,0.05,50.97
2024-11-25,2024-11-26,Customer_116,Home Office,United States,Sample City,Sample State,West,Personal Care,Personal Care,Herbal Shampoo 180ml,228.0,2,0.05,61.43
2024-11-25,2024-11-28,Customer_337,Corporate,United States,Sample City,Sample State,Central,Snacks,Snacks,Classic Namkeen 200g,160.0,4,0.0,16.09
2024-11-25,2024-11-27,Customer_921,Home Office,United States,Sample City,Sample State,East,Snacks,Snacks,Classic Namkeen 200g,80.0,2,0.0,17.03
2024-11-25,2024-11-27,Customer_547,Corporate,United States,Sample City,Sample State,East,Personal Care,Personal Care,Toothpaste 150g,525.0,7,0.0,134.0
2024-11-25,2024-11-26,Customer_387,Home Office,United States,Sample City,Sample State,East,Personal Care,Personal Care,Herbal Shampoo 180ml,840.0,7,0.0,292.91
2024-11-25,2024-11-28,Customer_986,Consumer,United States,Sample City,Sample State,South,Beverages,Beverages,Cola 750ml,324.0,8,0.1,55.63
2024-11-25,2024-11-28,Customer_828,Home Office,United States,Sample City,Sample State,East,Beverages,Beverages,Mango Juice 1L,272.0,4,0.2,27.52
2024-11-25,2024-11-26,Customer_883,Home Office,United States,Sample City,Sample State,West,Snacks,Snacks,Classic Namkeen 200g,304.0,8,0.05,83.73
2024-11-25,2024-11-28,Customer_193,Home Office,United States,Sample City,Sample State,South,Snacks,Snacks,Classic Namkeen 200g,80.0,2,0.0,27.19
2024-11-25,2024-11-28,Customer_341,Home Office,United States,Sample City,Sample State,East,Household,Household,Floor Cleaner 1L,1134.0,9,0.1,321.44
2024-11-25,2024-11-28,Customer_383,Corporate,United States,Sample City,Sample State,East,Snacks,Snacks,Classic Namkeen 200g,160.0,4,0.0,46.13
2024-11-25,2024-11-27,Customer_307,Home Office,United States,Sample City,Sample State,East,Household,Household,Dish Wash Liquid 500ml,495.0,5,0.1,71.39
2024-11-25,2024-11-27,Customer_794,Consumer,United States,Sample City,Sample State,Central,Beverages,Beverages,Mineral Water 1L,64.0,4,0.2,11.27
2024-11-25,2024-11-28,Customer_478,Home Office,United States,Sample City,Sample State,West,Personal Care,Personal Care,Toothpaste 150g,600.0,8,0.0,67.89
2024-11-25,2024-11-26,Customer_542,Home Office,United States,Sample City,Sample State,West,Beverages,Beverages,Mango Juice 1L,229.5,3,0.1,72.14
2024-11-25,2024-11-28,Customer_772,Consumer,United States,Sample City,Sample State,Central,Beverages,Beverages,Mineral Water 1L,80.0,5,0.2,8.13
2024-11-25,2024-11-27,Customer_405,Corporate,United States,Sample City,Sample State,South,Personal Care,Personal Care,Herbal Shampoo 180ml,864.0,8,0.1,177.33
2024-11-25,2024-11-27,Customer_484,Home Office,United States,Sample City,Sample State,Central,Snacks,Snacks,Masala Chips 50g,128.0,8,0.2,35.99
2024-11-25,2024-11-27,Customer_277,Consumer,United States,Sample City,Sample State,Central,Household,Household,Laundry Detergent 1kg,399.0,2,0.05,81.29
2024-11-26,2024-11-27,Customer_788,Corporate,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Toothpaste 150g,60.0,1,0.2,19.38
2024-11-26,2024-11-27,Customer_634,Consumer,United States,Sample City,Sample State,Central,Beverages,Beverages,Cola 750ml,144.0,4,0.2,21.75
2024-11-26,2024-11-28,Customer_215,Consumer,United States,Sample City,Sample State,East,Snacks,Snacks,Dark Chocolate Bar,128.0,2,0.2,26.48
2024-11-26,2024-11-29,Customer_467,Corporate,United States,Sample City,Sample State,East,Household,Household,Laundry Detergent 1kg,1008.0,6,0.2,215.22
2024-11-26,2024-11-27,Customer_696,Corporate,United States,Sample City,Sample State,West,Household,Household,Dish Wash Liquid 500ml,297.0,3,0.1,84.46
2024-11-26,2024-11-29,Customer_394,Consumer,United States,Sample City,Sample State,South,Snacks,Snacks,Instant Noodles Pack,67.5,5,0.1,14.49
2024-11-26,2024-11-27,Customer_589,Consumer,United States,Sample City,Sample State,Central,Snacks,Snacks,Masala Chips 50g,133.0,7,0.05,22.84
2024-11-26,2024-11-28,Customer_396,Consumer,United States,Sample City,Sample State,South,Personal Care,Personal Care,Toothpaste 150g,180.0,3,0.2,20.17
2024-11-26,2024-11-29,Customer_437,Corporate,United States,Sample City,Sample State,East,Beverages,Beverages,Mango Juice 1L,323.0,4,0.05,92.33
2024-11-26,2024-11-28,Customer_446,Consumer,United States,Sample City,Sample State,West,Household,Household,Laundry Detergent 1kg,567.0,3,0.1,101.24
2024-11-26,2024-11-29,Customer_538,Consumer,United States,Sample City,Sample State,East,Household,Household,Dish Wash Liquid 500ml,616.0,7,0.2,140.38
2024-11-26,2024-11-27,Customer_425,Consumer,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Toothpaste 150g,285.0,4,0.05,41.96
2024-11-26,2024-11-29,Customer_416,Corporate,United States,Sample City,Sample State,West,Household,Household,Floor Cleaner 1L,1064.0,8,0.05,298.82
